logFC	AveExpr	t	P.Value	adj.P.Val	B
OSGIN2	0.0364251576433894	8.52118934430668	0.561593377726356	0.581884341281454	0.928887775346144	-6.32765277383107
MARS2	-0.0437351957168222	9.93377934137845	-0.561547518440607	0.581914885078897	0.928887775346144	-6.32767895027967
CCDC169	-0.0317639501328868	6.5329692551328	-0.561507572513665	0.581941491051146	0.928887775346144	-6.32770174971154
FZD10	-0.0357247499293472	6.72601384890837	-0.561261841516244	0.582105173762417	0.929078202770847	-6.32784196816843
LOXL4	0.0411506104532693	6.48973756417056	0.561160828668856	0.582172465764834	0.929114766968136	-6.32789959076362
NDUFB4	0.0373550399221525	14.2630001395552	0.561064484808504	0.582236651113351	0.929140930482006	-6.32795454064758
VSIG8	0.038976924049603	6.47190965882946	0.560840323663075	0.582386003725176	0.929140930482006	-6.32808235621048
NRROS	0.0367016335981285	6.62377726744004	0.560774046969911	0.582430165866293	0.929140930482006	-6.32812013743758
MIR578	0.0375484033668316	6.58598728180853	0.560708909379011	0.582473570653547	0.929140930482006	-6.32815726513068
TAS1R1	0.0458945130713406	6.52612344535375	0.560649597331346	0.582513094993234	0.929140930482006	-6.32819106872064
PEMT	0.0359724944998696	10.3604230666384	0.560608709948885	0.582540342307859	0.929140930482006	-6.32821436957692
LRRC37A5P	-0.0459001569388917	6.52123377463613	-0.560520857387514	0.582598889373324	0.929140930482006	-6.32826442936718
GPSM2	-0.0744697068920743	9.39553135040701	-0.560506754356116	0.582608288252985	0.929140930482006	-6.32827246479626
TMEM236	0.0439257200408001	6.64489478105029	0.560433466121015	0.582657131997006	0.929140930482006	-6.32831421881583
IL12RB1	0.0383615742351298	6.58634431811818	0.56035631814353	0.582708550363689	0.929140930482006	-6.32835816614581
LARP6	-0.0405302571191672	10.5146925371178	-0.560348191446929	0.582713966861537	0.929140930482006	-6.32836279517804
VN1R5	0.035845085709175	6.79420124771037	0.560336932430646	0.582721471113894	0.929140930482006	-6.32836920829822
SLC9A4	0.044343535347716	7.00222587864014	0.559812412570465	0.583071123690278	0.929503951926717	-6.32866783666554
SMYD4	-0.0752579592387974	8.87060597844522	-0.559804276584809	0.583076548098472	0.929503951926717	-6.3286724666609
KRT2	-0.0605909535303555	6.61585994674411	-0.559742730186696	0.583117583023513	0.929503951926717	-6.32870748915056
GPI	-0.0551837711938674	11.9835512646836	-0.559728980204138	0.583126750771643	0.929503951926717	-6.32871531296274
CNBD1	0.0410677559894799	6.37968278572454	0.559574703853171	0.583229618969816	0.929529380752624	-6.32880308433813
CNIH4	-0.0715100394417334	11.2513705567639	-0.559571868928586	0.583231509323861	0.929529380752624	-6.32880469697431
MYC	0.0433843502009665	12.3500203350591	0.559364027479837	0.583370108432165	0.929649812494904	-6.32892290538477
SNORD70	0.0410775368759495	6.52024962908442	0.559297483416241	0.583414486897097	0.929649812494904	-6.32896074293842
RNU6ATAC	-0.045439465086524	7.7316451541791	-0.559258778954969	0.583440299826027	0.929649812494904	-6.3289827486512
COX6B2	-0.0338823673820414	6.47102678108204	-0.559051298910474	0.58357868313095	0.929763624077813	-6.32910068800973
SLC13A2	0.036738923214326	6.7214809565011	0.559018508255957	0.583600555096134	0.929763624077813	-6.32911932358137
TRIM72	-0.0412741483863988	6.60663968583139	-0.558931186910492	0.583658802062442	0.929785660328374	-6.32916894488337
HECA	-0.0352897707884594	6.59234822778538	-0.558784763027783	0.583756479516484	0.929848890432322	-6.32925213510254
EFHB	0.0384345001536888	6.72726144562789	0.558686366087774	0.583822123498561	0.929848890432322	-6.32930802719822
SPP1	0.0312600007329529	6.66684696139751	0.558591984228115	0.583885092411052	0.929848890432322	-6.32936162972076
ZKSCAN2	-0.0387960357917141	7.79205322479188	-0.558552191210913	0.583911642224184	0.929848890432322	-6.32938422685551
RASSF6	0.053371143792508	7.35816267565967	0.558466678871854	0.583968697945479	0.929848890432322	-6.32943278123539
HTR2C	-0.0350305857913744	6.51336801186352	-0.558235583238958	0.584122904240916	0.929848890432322	-6.32956396282447
DEFB131B	0.0685030509649485	6.2864182013499	0.558195051882006	0.584149952279496	0.929848890432322	-6.32958696509039
PACSIN2	-0.0512669144598306	11.3697296031634	-0.558192319215925	0.584151775909197	0.929848890432322	-6.32958851586916
PRAMEF11	-0.0420631872375665	6.43590095771407	-0.558147324365089	0.58418180339202	0.929848890432322	-6.32961404924437
IL10RB	0.0745399898414139	9.12094580985447	0.558033616002965	0.5842576905923	0.929848890432322	-6.32967856687245
ROPN1B	0.0374539682297685	6.81199354669773	0.557939764364869	0.584320329497399	0.929848890432322	-6.32973180835216
LCA5L	-0.0373239597888766	6.70248756429791	-0.55789804460131	0.58434817539569	0.929848890432322	-6.32975547296044
GYG2P1	0.0389335849113595	7.11825494250889	0.557873324603492	0.584364675101408	0.929848890432322	-6.32976949402607
CCM2L	-0.0328654055099076	6.98517397781425	-0.557824703790876	0.584397128428659	0.929848890432322	-6.32979706977605
ZNF208	-0.0359769652735542	6.22583838933332	-0.557756645856937	0.584442557147042	0.929848890432322	-6.32983566558671
GHRL	0.0414052580114763	6.58620873510607	0.557716369887152	0.584469442230257	0.929848890432322	-6.32985850404699
SCN2B	0.0458782128680504	6.56761175398853	0.55768004335436	0.584493691517695	0.929848890432322	-6.32987910162037
MIR182	0.0435144353202546	6.53112581459889	0.55767355927802	0.58449801992925	0.929848890432322	-6.32988277803247
BRI3BP	0.0617098972152785	9.00239368404664	0.557544799696098	0.584583976093873	0.929914966227138	-6.32995577502025
RPLP2	-0.0295484584759791	14.8334572840308	-0.55743730677341	0.584655740171848	0.929954978484578	-6.33001670298842
RNU2-1	-0.0397408047124452	6.54640466778486	-0.557346397033845	0.584716436531581	0.929954978484578	-6.33006822263232
PHRF1	-0.0416334459328844	11.0937164188579	-0.557307512374223	0.584742399053812	0.929954978484578	-6.33009025656764
ZDBF2	0.0452556799213797	6.83619213362456	0.557135059610551	0.584857549427854	0.930037847354644	-6.33018795884046
C19orf24	-0.0348926206720073	10.1372004562878	-0.557063405232524	0.584905397964597	0.930037847354644	-6.33022854572054
EMSY	-0.0394866276577392	6.69994696481247	-0.557029877742537	0.584927787249033	0.930037847354644	-6.33024753482643
LRRC37A11P	-0.0336450482171244	6.51496423535944	-0.556829975194484	0.585061288976193	0.93017946559031	-6.33036073164212
ADGRG3	-0.0384833394682405	6.75997811933173	-0.556649393221993	0.585181901061843	0.930214441981948	-6.3304629543671
FAM197Y2	-0.0485928476089219	6.59939541009874	-0.556599955778489	0.585214922910144	0.930214441981948	-6.33049093404435
HIST1H2BL	-0.0301513138311504	6.67987883021613	-0.55654031001555	0.585254764686466	0.930214441981948	-6.33052468805085
KCNJ12	-0.0429482502664262	6.65559462046909	-0.556530929663249	0.585261030636488	0.930214441981948	-6.33052999614915
SNORA13	0.0309632073635626	7.38267110816394	0.556441461997029	0.585320795553089	0.930238804593712	-6.33058061925536
B3GALT2	-0.0447347864013228	6.59478572783881	-0.556251225830563	0.585447884700707	0.930370152457648	-6.33068823373045
MIR218-2	-0.0425586924277637	6.44523952162063	-0.556054758537997	0.585579151306365	0.930508118524931	-6.33079933590233
OR2T4	-0.0411634390330207	6.3993994335376	-0.555912530934845	0.585674187810226	0.930552168373323	-6.33087974197657
SNX5	-0.0505381491096344	10.5440276116149	-0.555853058221725	0.585713929804283	0.930552168373323	-6.33091335804168
PLA2G6	0.0444989890116778	7.26020143738532	0.555813705614377	0.585740227508134	0.930552168373323	-6.3309355996133
GRHL2	-0.0848243280996535	10.0311519469515	-0.555720912197207	0.585802239843301	0.930580064416426	-6.33098803922003
MOXD1	-0.0381130056143926	6.44925733627881	-0.555578537936401	0.585897392722849	0.930611731860569	-6.33106848166737
ADAM7	0.0382186089254066	6.70879983975938	0.555305564315444	0.586079850880081	0.930611731860569	-6.33122265816596
FAM131A	0.0461060326374056	9.64993739713866	0.555303194077315	0.586081435295815	0.930611731860569	-6.33122399656566
PIRT	0.0393150415280195	6.3204287407302	0.555300284992313	0.586083379913541	0.930611731860569	-6.33122563922791
SCARNA23	-0.0504788064298332	6.60989755957504	-0.555148630847281	0.586184759732443	0.930611731860569	-6.33131126173812
SNORD43	-0.041587667666553	6.91371760472885	-0.555124768595349	0.586200712303097	0.930611731860569	-6.33132473209198
SRCAP	0.0570450731550958	7.40209507558039	0.555061273942673	0.586243161293191	0.930611731860569	-6.33136057240798
CD84	-0.0411742869541145	6.67740005373873	-0.554900083511325	0.586350931236452	0.930611731860569	-6.33145154054562
MYOCD	-0.0353685374072592	6.66056009602509	-0.554836151614643	0.586393678096744	0.930611731860569	-6.331487613592
TPP1	0.0845354553282132	10.1361259354452	0.554746103200035	0.58645388995264	0.930611731860569	-6.33153841588083
MAGT1	0.108480718053322	9.56120462746373	0.554683829467866	0.586495531795056	0.930611731860569	-6.33157354398372
IGLON5	-0.0354298609079446	6.65399806964351	-0.554680693511188	0.586497628818555	0.930611731860569	-6.33157531285081
TOR1B	-0.0303953500472556	8.78348338163049	-0.554546022272482	0.586587687456279	0.930611731860569	-6.33165126639701
KLHL10	0.0382425103934274	6.32397933351343	0.554471464947506	0.586637549154074	0.930611731860569	-6.33169330851975
TRPC7	0.0414206524262211	6.28936859993635	0.554401535552585	0.586684317781345	0.930611731860569	-6.33173273605287
OMD	-0.0375628028090365	6.6618436891184	-0.554333464935417	0.586729845074881	0.930611731860569	-6.33177111097248
MIR107	0.0286774135020851	6.46269201473174	0.55433065187721	0.586731726555485	0.930611731860569	-6.33177269674093
IGSF5	-0.0474065020289522	8.5720967559504	-0.554209323260612	0.586812878667356	0.930611731860569	-6.33184108435839
LINC01003	0.035291990081399	7.05769659820497	0.554199686521307	0.586819324560441	0.930611731860569	-6.33184651554759
MIR892B	-0.0360144511921803	6.37495849220562	-0.55419322666117	0.586823645499277	0.930611731860569	-6.33185015622218
THEG	0.0402082657483405	6.75470009153655	0.553969698331654	0.586973171384573	0.930611731860569	-6.33197610806895
GOLGA4	0.0529460058631024	8.37321016413968	0.553954896992976	0.586983073196019	0.930611731860569	-6.33198444647453
MIR219A2	0.0431195303055993	6.84988707573968	0.553915823243784	0.587009213190185	0.930611731860569	-6.33200645782899
ACTR8	-0.0415269938697662	7.77639052659317	-0.553884207515426	0.587030364265124	0.930611731860569	-6.33202426677389
RRP1	0.0498881401092994	8.46671711009303	0.553853645177005	0.587050810983605	0.930611731860569	-6.33204148142028
GOT1L1	0.0521964534838144	6.82289838602036	0.553825341174367	0.587069747158787	0.930611731860569	-6.33205742321299
PMCH	0.0460090097457364	6.88939369588133	0.55375826723362	0.587114622748545	0.930611731860569	-6.33209519844266
VTCN1	-0.0374097015979906	6.28214207745299	-0.553686957795829	0.587162333985945	0.930611731860569	-6.33213535422103
C6orf99	0.0497965885883183	6.50273745341329	0.553664764274948	0.587177183477256	0.930611731860569	-6.33214785082282
RABEPK	-0.052897383782085	11.6152292075728	-0.553638502192351	0.587194755453097	0.930611731860569	-6.33216263770415
PTMS	-0.0782128966285356	10.4617742557989	-0.553595100426976	0.587223796184328	0.930611731860569	-6.33218707361364
SLC9C2	-0.0283428010429363	6.74675623593735	-0.553563829503503	0.58724472044894	0.930611731860569	-6.33220467851572
TPTEP1	0.0470155866502946	6.49492249020513	0.553401725192608	0.587353195098598	0.9306602831457	-6.33229592463857
C17orf47	0.0445774160000267	6.64327789524595	0.55338517339552	0.58736427156401	0.9306602831457	-6.33230523995273
DIRAS2	-0.0333244357346452	6.63608451174998	-0.553264311829257	0.587445155345667	0.930703534687447	-6.33237325243755
RENBP	0.0322975890242674	6.29602078813551	0.553211520253938	0.587480486641823	0.930703534687447	-6.33240295537583
GOLGA1	0.0611742107679589	8.38877520234835	0.553029956805423	0.587602008017073	0.930770639997193	-6.33250509038225
PIK3CG	-0.0351502990346573	6.64354973685603	-0.553015373450755	0.587611769284556	0.930770639997193	-6.33251329256556
THEM5	0.0403804492771069	6.7585493918843	0.552839593905928	0.587729432552514	0.930770833214303	-6.33261214067715
GDF15	0.0970503484991525	12.3056452200501	0.552817356394065	0.587744318740936	0.930770833214303	-6.33262464359375
PRG2	0.0352314064564103	6.64456612137269	0.552751481750562	0.587788417524268	0.930770833214303	-6.33266167840078
HSBP1	-0.0442829098202147	11.121226228429	-0.552725207462955	0.587806006914883	0.930770833214303	-6.33267644865241
LHFPL5	0.0331944033409464	6.70108670681407	0.552683091576434	0.587834202060108	0.930770833214303	-6.33270012294524
APOBEC3D	-0.036681000490999	7.04075638490805	-0.552578364045466	0.58790431652103	0.930811447742493	-6.3327589851285
ZNF10	-0.0379802767346851	7.94735672658459	-0.552267210034799	0.588112657202888	0.930964419309149	-6.33293380608379
ZNF462	0.0446053967586231	9.06439632944169	0.552265816965458	0.58811359004993	0.930964419309149	-6.3329345885624
C9orf64	0.0459243235440088	8.66061508068374	0.552178706365742	0.588171923781243	0.930964419309149	-6.33298351428268
MIR9-1	0.0519722804354146	6.48285688711374	0.552097145595263	0.588226543709799	0.930964419309149	-6.33302931619987
FHL3	0.0319163849403266	7.83881288245318	0.55205217065819	0.588256663792875	0.930964419309149	-6.333054569897
UBA7	0.0430186222803552	6.81303898458889	0.551910577688777	0.588351494845858	0.930964419309149	-6.33313406225987
GAS2	0.0340723789071351	6.71835493074366	0.551812338764803	0.588417294317177	0.930964419309149	-6.33318920348714
KLHL34	0.0302650449357813	6.43832932526451	0.551785985564802	0.588434946064753	0.930964419309149	-6.33320399385465
LOC284412	0.0326668560511987	6.59816148040802	0.551637791969805	0.588534213215279	0.930964419309149	-6.33328715278111
CEP128	-0.039895078720722	7.28061402836493	-0.551452214091443	0.588658534059484	0.930964419309149	-6.33339125957901
THRAP3	-0.063728069942071	9.57909526048885	-0.551357815820039	0.588721777675431	0.930964419309149	-6.33344420284566
DUSP10	-0.0938231706677861	7.81697877394251	-0.551306404501556	0.588756222943427	0.930964419309149	-6.33347303320924
KCTD3	-0.0377764392864375	10.0155558378299	-0.551239796859042	0.588800851166809	0.930964419309149	-6.33351038149407
SIGLEC1	0.0378249689839869	6.34542547302471	0.551233943278752	0.58880477324408	0.930964419309149	-6.33351366351
MPG	0.031202804989797	6.97549156485692	0.551156058951102	0.588856959372214	0.930964419309149	-6.33355732890595
SLC35D2	0.0492226934697868	8.09504467341773	0.55115541124196	0.588857393377295	0.930964419309149	-6.3335576920154
TTLL1	0.0404911698922481	7.66874895141535	0.551118650720534	0.588882025458689	0.930964419309149	-6.33357829950026
KC6	0.0362487778969456	6.73377651586185	0.551026486032839	0.588943784431883	0.930964419309149	-6.33362996004097
CTHRC1	-0.0410421052346628	6.82681370413781	-0.551023535385626	0.588945761695831	0.930964419309149	-6.33363161381273
NPY5R	-0.0437907953395165	7.35663280988758	-0.550994540971736	0.588965191377002	0.930964419309149	-6.33364786407942
OR6C6	0.0325435533599663	6.420637721133	0.550982321469745	0.588973379983102	0.930964419309149	-6.333654712399
OTOGL	-0.041198612244302	7.4707258531618	-0.550966384586389	0.588984059789388	0.930964419309149	-6.33366364387461
HRK	-0.0740879973029722	7.40634642973101	-0.550860820847481	0.589054803832861	0.930964419309149	-6.3337227984655
CTAGE15	-0.0423853345345107	7.00226367520139	-0.550840760672727	0.589068247739036	0.930964419309149	-6.3337340383203
PXMP2	-0.0522025600748179	10.8790694182359	-0.550743943850426	0.589133134506608	0.930996681343802	-6.33378827991217
NOBOX	0.0412469065347256	6.45468298984313	0.550666881664042	0.589184784264787	0.93100617964896	-6.33383144741097
PLAC9P1	-0.0401370346536369	6.68203535663036	-0.550552303967346	0.58926158244189	0.93100617964896	-6.33389561900751
PHOX2A	0.0376645767977495	6.59817967270695	0.550473975051382	0.58931408699328	0.93100617964896	-6.33393948132514
FOXH1	0.0477616988274683	6.83224566455418	0.550387329422747	0.589372169055103	0.93100617964896	-6.33398799379895
LINC00320	-0.0354550327254994	6.30965572722076	-0.550333468218897	0.589408275847445	0.93100617964896	-6.33401814672175
PALMD	-0.0847713164455808	7.44785977582113	-0.550289803733792	0.58943754791037	0.93100617964896	-6.33404258916585
KCNAB2	0.0418010678252498	6.8827416438039	0.550171175196366	0.589517078527711	0.93100617964896	-6.33410898544818
MIR939	0.0391493577148543	6.74349646834308	0.550106677371698	0.589560321249789	0.93100617964896	-6.3341450790333
HCG26	0.0372435642587927	6.53376904260804	0.549908810405606	0.589692991601687	0.93100617964896	-6.33425578179753
ZNF611	-0.0405100274530827	6.76215790978566	-0.549865323035762	0.589722152019258	0.93100617964896	-6.33428010700187
MAMSTR	-0.0333124198470029	7.11561313116966	-0.549854879395653	0.589729155101058	0.93100617964896	-6.3342859485066
CEPT1	-0.0317768964760656	10.497263589736	-0.549830601155072	0.589745435267062	0.93100617964896	-6.33429952778947
TERB2	0.0321636151206448	6.77342313755389	0.549751607340559	0.589798407409967	0.93100617964896	-6.33434370653845
PLP1	-0.0467276455536885	7.97093972808513	-0.549728321459314	0.58981402305211	0.93100617964896	-6.33435672843028
ZNF528	0.0368338090288294	6.62386594706599	0.549645156649332	0.589869795537671	0.93100617964896	-6.33440323137878
MIR507	-0.0531690153285558	6.52127695298473	-0.549633110377215	0.589877874301312	0.93100617964896	-6.3344099666846
INE2	0.0333377424030541	6.49241734592616	0.549575124867952	0.589916762731415	0.93100617964896	-6.33444238552436
PHACTR1	-0.0411270415455336	6.64589777483215	-0.54954097495428	0.58993966623882	0.93100617964896	-6.33446147669358
COG7	0.0468861174658874	7.64910807197843	0.54935121260449	0.590066943333426	0.93113684545017	-6.33456754062274
MIR1272	-0.042293924418372	6.57591249829249	-0.549191248171321	0.590174245150178	0.931235972561531	-6.33465692217608
CEACAM8	0.0295143515672995	6.43956130065902	0.549029806954759	0.590282547524018	0.931294312564071	-6.33474710346504
PCDHB13	0.0420344067529923	6.26750681877548	0.548907606625868	0.590364531908611	0.931294312564071	-6.33481534775152
OR4N2	0.042524288640136	6.60889904832023	0.548881343240351	0.590382152801132	0.931294312564071	-6.33483001295323
WNT11	-0.0341544158331502	6.59151614953284	-0.548870888903217	0.590389167002856	0.931294312564071	-6.33483585035837
BDH2	0.0428139044604281	6.35704974813498	0.54850650286568	0.590633673266264	0.931330465022116	-6.33503924623297
MIR20B	-0.0366271948512527	6.36776146283739	-0.548401891573223	0.59070387777505	0.931330465022116	-6.33509761494161
EIF2B4	0.0356411907328837	11.1988264323207	0.548400954926519	0.590704506376438	0.931330465022116	-6.33509813750269
LINC00839	0.0549467221254591	7.09881769091977	0.548357186371399	0.590733880659774	0.931330465022116	-6.33512255529508
ANKRD20A1	0.0388888981635951	6.76225830567765	0.548253414315168	0.59080352787967	0.931330465022116	-6.33518044059733
VPREB1	-0.0365862489235802	6.22784736523786	-0.548230331898748	0.59081902033889	0.931330465022116	-6.33519331481177
TTN	-0.0391721709335675	6.55341276226989	-0.547990023462505	0.590980322711287	0.931330465022116	-6.33532731578031
LINC00895	0.0380136693121695	6.49384313439251	0.547886221399126	0.591050004672749	0.931330465022116	-6.33538518045385
PRICKLE3	-0.0408932308419212	6.93922370703078	-0.547859955617679	0.591067637454076	0.931330465022116	-6.33539982069292
DRAP1	0.0588779141519318	11.2403667833899	0.547830039317796	0.591087721228435	0.931330465022116	-6.33541649486427
HPN	0.0831499226043899	9.83464428084098	0.547761352925962	0.59113383390944	0.931330465022116	-6.33545477464297
SNORD45B	-0.0341921716801394	6.45641882408501	-0.547753056103539	0.591139404112155	0.931330465022116	-6.33545939825197
CLCNKB	0.0349259215004993	6.42515217793896	0.5475441990095	0.591279632302938	0.931330465022116	-6.33557576678582
SDC4	-0.0780643967588937	9.91977384979103	-0.547497959593488	0.591310680045446	0.931330465022116	-6.3356015241358
PURB	-0.0391450199379477	11.3897858691094	-0.547466375778224	0.591331887664482	0.931330465022116	-6.33561911647871
AQP7	-0.0347776649793232	6.94177788393656	-0.547418207209604	0.59136423220133	0.931330465022116	-6.33564594472871
GLOD5	-0.0327638012193523	6.62427870484795	-0.547404294017434	0.591373574885431	0.931330465022116	-6.33565369347879
POLD4	0.0444173324849313	8.32698095535521	0.547385724176581	0.591386044616393	0.931330465022116	-6.3356640353859
TNNT3	-0.0337145953908609	6.44939842504128	-0.547265055845651	0.591467077154401	0.931330465022116	-6.33573122969902
SGCG	0.039952158188532	6.59693239484115	0.547215060478507	0.591500652231545	0.931330465022116	-6.33575906549931
MTA1	0.0533164584086325	10.6884320218052	0.547160271383278	0.591537447701347	0.931330465022116	-6.33578956747726
MGA	0.0463997437030779	7.90673993870391	0.547126367817719	0.591560217362738	0.931330465022116	-6.33580844066777
MT1G	0.0704668247815077	6.87721415062085	0.547118393342834	0.591565573090263	0.931330465022116	-6.33581287967676
RPL4	0.0303102653567375	14.7478666876997	0.547110812706983	0.591570664334586	0.931330465022116	-6.33581709939657
GPR157	-0.0438811723719423	6.95416400976343	-0.547055123707799	0.591608066396473	0.931330465022116	-6.33584809664824
MT4	-0.0476785226405685	6.42328161225445	-0.546955099557475	0.591675247984439	0.931330465022116	-6.33590376380926
ASB17	-0.040437974759036	6.60044449997576	-0.546938786424042	0.591686205123483	0.931330465022116	-6.3359128417444
FAM47C	0.0338829261441926	6.60524755244291	0.546921405687413	0.591697879457917	0.931330465022116	-6.3359225134924
SCN3A	0.0424572573932203	6.94287211165143	0.546891726790573	0.591717814516956	0.931330465022116	-6.3359390280346
LOC643201	-0.0299302254355096	6.70627358314605	-0.546848645534435	0.591746752424724	0.931330465022116	-6.33596299865624
CALCR	0.0348608007732931	6.42932509105534	0.546613082649659	0.59190499381478	0.931364645601742	-6.33609403481278
BAALC	0.0393333447484974	6.92193139485308	0.546577991638268	0.591928568319135	0.931364645601742	-6.33611355017164
TP73	0.0359298496921188	6.21806016225931	0.546541234691482	0.591953262521077	0.931364645601742	-6.3361339907214
RIPK1	-0.0372334525162277	8.33403033351269	-0.546503971874552	0.591978297106122	0.931364645601742	-6.33615471123321
SIGIRR	0.0401474256765226	9.28611598895252	0.546443375335285	0.592019009311662	0.931364645601742	-6.33618840388065
CDK17	0.0442085177323737	6.77095889772831	0.546418960244482	0.592035413156701	0.931364645601742	-6.33620197804482
GTF3C1	0.0726224883957336	9.75610929888037	0.546343618201543	0.59208603489252	0.931374290234446	-6.33624386260236
DMKN	0.0354155661971243	6.77203834516512	0.545987751264521	0.59232516846433	0.931607737900011	-6.33644162283042
ZNF444	-0.0598289317067771	8.98899426727802	-0.545933361550621	0.592361721239065	0.931607737900011	-6.33647183701146
CELF5	0.031226321659469	6.67194913690422	0.545896528284458	0.592386475791	0.931607737900011	-6.33649229671363
NBEAL2	0.0483237229016851	8.32006610919457	0.545815925549368	0.592440648320583	0.931607737900011	-6.33653706431473
DOK7	-0.0418676102090947	6.56436725591483	-0.545704536677927	0.592515516080519	0.931607737900011	-6.33659892036933
SPACA3	0.0413242027831489	6.27498735049451	0.545704002686693	0.592515875003262	0.931607737900011	-6.33659921687405
P2RY2	0.0519978785118527	6.76138370788533	0.545613356971764	0.592576804189811	0.931607737900011	-6.33664954488677
OR52K1	0.0290037637613327	6.57232973010478	0.545474992824654	0.592669814250905	0.931607737900011	-6.33672635142805
CYP1A2	0.0356486569822367	6.50342922442797	0.54546112701995	0.59267913541641	0.931607737900011	-6.33673404736143
FAM49A	-0.0322518382033437	7.11605697175079	-0.545433235301428	0.592697885601762	0.931607737900011	-6.33674952752227
LINC01144	0.061789326320751	6.67632862248934	0.545383431700677	0.592731366771182	0.931607737900011	-6.33677716708181
METAP2	0.066563833795664	11.6573518081518	0.545328247730447	0.592768466075673	0.931607737900011	-6.33680778974935
GUCY2C	0.029972624582018	6.36299131624242	0.545211995144903	0.592846624642786	0.931660629102326	-6.33687229081416
ZFP36	0.122115863140502	9.86648618710946	0.545036898704839	0.592964354660345	0.931672555526524	-6.33696941551808
LIMD1	-0.0360847682499754	6.41537911430409	-0.544940158724248	0.593029404974561	0.931672555526524	-6.3370230635728
CSDC2	-0.039799351944966	6.42011823539746	-0.544865282461966	0.593079756045392	0.931672555526524	-6.33706458059635
PPP2R2B	-0.0480825794657864	8.82131339029455	-0.544813030550083	0.593114894479711	0.931672555526524	-6.33709354972239
CYP3A4	-0.0301529918057888	6.45889649212071	-0.544806307741386	0.593119415518583	0.931672555526524	-6.33709727673875
C14orf178	-0.0318371739035612	6.49174222835045	-0.544639628691306	0.593231511454912	0.931672555526524	-6.33718966672941
SCOC	0.0478682046842138	10.6306151376156	0.544595177235828	0.593261407989261	0.931672555526524	-6.33721430151226
MIR297	-0.0440952237954724	6.47541449423793	-0.544555998101416	0.593287759165122	0.931672555526524	-6.3372360127928
NFX1	0.110834607401328	9.54706853306423	0.544479183207678	0.593339425170237	0.931672555526524	-6.33727857571528
ADD2	0.0318233430229204	6.70504524104738	0.544437610971631	0.59336738776136	0.931672555526524	-6.33730160836319
OR51M1	-0.0381587924723243	6.72099671843659	-0.544416159540838	0.593381816821817	0.931672555526524	-6.33731349263326
NUTM1	0.034043057431334	6.49312709820854	0.544398682143219	0.593393572923904	0.931672555526524	-6.33732317492233
CCDC115	0.0315165355883842	9.28732948129666	0.544230436494564	0.593506748649872	0.931672555526524	-6.33741636586115
SH3GL3	-0.0321829991247018	6.94372716627187	-0.544218653828551	0.59351467503514	0.931672555526524	-6.3374228912164
LYN	0.0443278980674346	9.12405560760999	0.544054016260042	0.593625434861822	0.931672555526524	-6.33751405485661
S100A13	-0.0441592034534501	10.3051652490758	-0.544042544481802	0.593633152878983	0.931672555526524	-6.33752040605514
OR10H1	0.0519847060669667	6.60644487323633	0.54390814560603	0.593723577892263	0.931672555526524	-6.33759480459959
MIR30A	0.0370494192023152	6.50584965376369	0.543832588301467	0.59377441668536	0.931672555526524	-6.3376366227132
SNORD119	-0.0429553961293632	6.37990061054107	-0.543736051922938	0.593839374431318	0.931672555526524	-6.33769004380075
LINC00667	0.0992846726513754	8.86600724367204	0.543670621321673	0.593883403629324	0.931672555526524	-6.33772624644257
PRMT1	0.0337201988830138	12.7159383754074	0.543621449900961	0.593916492863281	0.931672555526524	-6.33775345014226
TNFRSF10C	-0.040072177633486	6.88259707609581	-0.543618162889836	0.593918704845242	0.931672555526524	-6.33775526857057
TMEM128	0.0384969950479537	7.24257323510468	0.543553564103904	0.593962177194453	0.931672555526524	-6.33779100352374
PKP2	-0.0398336837718718	7.24757456680721	-0.543460085481594	0.594025087311246	0.931672555526524	-6.33784270706244
TCEA1	-0.0390521026313841	11.2019831547902	-0.543411083281914	0.594058066599518	0.931672555526524	-6.33786980702211
MIR1321	-0.0403521571415775	6.56631473769747	-0.543327779700948	0.594114133382266	0.931672555526524	-6.33791587145799
POLDIP2	-0.0339128892842844	9.40552370379581	-0.543270895118862	0.594152420596266	0.931672555526524	-6.3379473230498
COL24A1	-0.0419813328693559	6.64949388349383	-0.54327037482833	0.594152770793064	0.931672555526524	-6.33794761070475
MUC22	0.0314268470791514	6.68090152671307	0.543234216552441	0.594177108433438	0.931672555526524	-6.33796760101386
NKD1	-0.0469137788120131	6.81049933566628	-0.543208092991299	0.594194692154574	0.931672555526524	-6.33798204277533
PRKAB2	0.0408505530922403	8.00943300839903	0.543149880133182	0.594233876057616	0.931672555526524	-6.33801422189801
RAB14	0.0407683240120802	6.74977324821294	0.542975391378174	0.594351334652609	0.931683046528582	-6.33811065652423
GSDMC	-0.0407903668466618	6.62878115433533	-0.542964247065433	0.59435883693574	0.931683046528582	-6.33811681463168
TPRA1	0.0471334368363561	9.3266107547655	0.542810314496739	0.594462468236206	0.931683046528582	-6.33820186198784
SLC9A8	0.0443611101576025	7.69283746107771	0.542708818531936	0.594530802822732	0.931683046528582	-6.33825792553054
RHCG	0.039030382862232	6.51520149705807	0.542600852409733	0.594603497901511	0.931683046528582	-6.33831755191
SIDT2	0.0606480844699817	10.9321750860309	0.542558942147271	0.594631717854439	0.931683046528582	-6.3383406945806
